Time_Second,Machine_Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Machine_failure
25,H (High),298.48452278129014,309.20047318374367,1478.8674045407956,41.29982568254375,14.899304869176742,0
26,H (High),298.31246682844636,309.2434281487405,1477.075392572549,41.536796215317516,15.01611515315322,0
27,H (High),298.4824967202505,309.19083733538343,1477.75587696759,41.756758608684756,15.15382713671319,0
28,H (High),298.4313729967298,309.28535713771436,1474.385033530879,41.492316929266075,15.651976558849665,0
29,H (High),298.47409114358845,309.14815246445636,1474.1590867738328,41.71097078280837,15.859396934646616,0
30,H (High),298.4625246425169,309.2173224104751,1474.6399505568443,41.616126848580414,16.058614494659714,0
31,H (High),298.42928242909824,309.2832887255575,1476.147665841825,40.954348251398585,16.331310721726744,0
32,H (High),298.4312659164882,309.21935423018743,1476.7171911580162,41.18965884082405,16.59267522584884,0
33,H (High),298.5156390463464,309.211103008,1477.3935859653093,41.52730594199847,16.449252767128478,0
34,H (High),298.4655242785183,309.11920948575204,1472.6457965811733,41.87057598740822,16.85533815986598,0
35,H (High),298.5663591624513,309.1506500945942,1474.9070681543162,41.617671583380925,17.544033833317897,0
36,H (High),298.57128336738776,309.0971421221795,1469.0582150038795,42.04123620762149,17.155307442934806,0
37,H (High),298.5907000247041,309.153661881229,1470.254342174688,41.42660314096569,17.0970305550628,0
38,H (High),298.5476742523961,309.16281993971654,1470.0281874882621,41.2771306106439,17.63463618517021,0
39,H (High),298.6042658689859,309.0658071281903,1469.107450211893,41.97910435922289,17.57140594043385,0
40,H (High),298.61788936801685,309.1280392263188,1470.1661024863524,42.526901026017335,17.724466126408554,0
41,H (High),298.5681087480037,309.11575176336083,1468.2275719018262,42.30752384315291,18.970546298130916,0
42,H (High),298.65854452553407,309.1367782820094,1468.3080035269884,42.42569562565278,18.336946151071903,0
43,H (High),298.68294846102407,309.0313587392735,1465.126362786522,41.90731822608532,18.616374827877234,0
44,H (High),298.77573292833307,308.9666367403708,1466.172520380751,41.39364206440505,18.705613626842084,0
45,H (High),298.72944752984773,309.05321400095517,1461.8445104441435,41.89234814536989,19.1359195497869,0
46,H (High),298.6534816684135,309.0508229294795,1463.2911436798097,41.97419982619696,19.628788817865033,0
47,H (High),298.7366959511153,308.9287428706675,1462.772908629541,42.019106767615675,19.570486666959212,0
48,H (High),298.6803739630777,309.0142631779271,1462.6099745579631,42.832877597084924,19.35994071858881,0
49,H (High),298.7182749382073,308.9862527344424,1459.4933415348548,43.33272712014041,19.880996342192155,0
50,H (High),298.68695580228257,309.0458930973532,1464.2443123940275,43.01623263027543,19.696126006809163,0
51,H (High),298.740788296356,309.0533455574598,1457.7846610687648,42.77190971407297,20.354926810685832,0
52,H (High),298.7336534764204,308.9770237321974,1451.9174653198643,42.08780617933271,20.34948636972133,0
53,H (High),298.73261084090103,309.0516205651971,1454.7397172440812,42.429977756651354,20.62614811545718,0
54,H (High),298.8820636644526,308.88820689244153,1459.1263275043125,42.70511653050964,20.60369826979037,0
55,H (High),298.84810517371244,308.9599529847792,1454.799566245685,42.78490104249485,20.922937280627607,0
56,H (High),298.8456758672618,308.97310653372654,1458.3720336322933,42.18109225058642,21.626606674931214,0
57,H (High),298.7573956100231,308.9224107452487,1455.5766344129718,42.99049593386736,21.27546009603584,0
58,H (High),298.85959388748137,308.8953499532676,1452.4212704861143,43.324801048510345,21.671403097192968,0
59,H (High),298.8503545202362,308.9549799937722,1453.414599041756,43.356431059419315,21.92592576838468,0
60,H (High),298.85855024945306,308.8719909479907,1453.4945872102492,43.30518513271656,21.995819681207127,0
61,H (High),298.9208663691646,308.95388324478995,1450.016857222331,43.32354869058484,22.15956146951318,0
62,H (High),298.9191159398378,308.93493884259993,1452.0508326979789,43.50675481800014,22.661095761430822,0
63,H (High),298.9460501920808,308.9040976485653,1448.979466486816,43.312083176244045,22.573971389126417,0
64,H (High),298.96484979824874,308.8897578512724,1447.163558633536,44.246193637842545,22.598796523700013,0
65,H (High),298.9142905693597,308.9079055436756,1449.5833253879289,43.562059908525896,23.12566910185281,0
66,H (High),298.9893876613568,308.7951372814263,1447.3516091163904,42.961419144243756,23.395023946683505,0
67,H (High),298.99764713092395,308.788725140161,1445.7572283166971,43.55646572713762,23.287255089439157,0
68,H (High),298.97888898022074,308.83218436057524,1446.0899331422206,43.14652841231424,23.505792338876287,0
69,H (High),299.04660249686697,308.7375957829258,1441.98507245125,43.090777889373584,23.75731056965758,0
70,H (High),299.06554537827896,308.8737678108481,1445.7153192464073,43.42003073501809,23.996196758419412,0
71,H (High),299.01487353176714,308.78907434320104,1442.622682722163,43.71135928016884,24.034553811289484,0
72,H (High),299.10596732571105,308.8566369456508,1442.1824797030895,43.800855861049264,24.53802879834217,0
73,H (High),299.0749389764047,308.7812046240912,1441.625184801567,43.69883804927421,24.445398043228856,0
74,H (High),299.1112255087119,308.78489991456297,1443.7022872155935,44.17963541304239,25.23063649150226,0
75,H (High),299.08663262185456,308.79361603183673,1440.3666840114802,44.844901466608626,24.838340342928916,0
76,H (High),299.09801390788994,308.7100303677285,1434.9522085513838,43.5371224891594,25.048173467689207,0
77,H (High),299.1625196893228,308.74708779878955,1442.1523416784353,44.32521191909281,25.284619268867466,0
78,H (High),299.1250792664315,308.74459595857604,1434.9595335859622,44.81572938292695,25.835888024144204,0
79,H (High),299.1615412173937,308.6243432735462,1439.5077447483345,43.892730077373464,26.047563262394636,0
80,H (High),299.12027861705917,308.67003124885304,1436.01048739944,44.023490296882144,25.909986905704095,0
81,H (High),299.24614249661624,308.6366189785316,1434.9152410299612,44.11014781585572,26.302887766811693,0
82,H (High),299.26558074390334,308.62376789540883,1431.3317716585325,44.73883841094902,26.46646280239586,0
83,H (High),299.20757567317105,308.7475575987769,1433.8313492685895,44.73964859203168,26.613503696281963,0
84,H (High),299.36303739624293,308.7477670421229,1432.3020717030456,44.68578547547694,26.92907518991697,0
85,H (High),299.34343157787544,308.6017538269718,1433.3721029200008,44.77921224342455,26.64825210271532,0
86,H (High),299.2308370743655,308.53803839111276,1430.6611863311148,44.65877112789774,27.500471410419145,0
87,H (High),299.3087047390198,308.71143077727936,1427.6397970835742,43.498308780322176,27.388890460220615,0
88,H (High),299.3392032724458,308.6183652625961,1425.4651157999242,44.355439980243354,27.339106099898967,0
89,H (High),299.3684836274403,308.6283299123057,1426.9202404273494,44.1930665413314,27.588157295622146,0
90,H (High),299.34686604513513,308.6477571160259,1426.028547907333,44.752023257758665,27.89394847632545,0
91,H (High),299.32535635838565,308.5846484820031,1425.1295153551655,44.27317534732615,27.960424421482166,0
92,H (High),299.47823625664455,308.58176317759944,1425.000548984019,44.70698995536685,28.37753439006177,0
93,H (High),299.3839515200221,308.600708335003,1427.1150154200989,44.384749426194475,28.484836351871,0
94,H (High),299.39624741514115,308.4449039417641,1421.769617875607,45.383437133722,29.12899354270019,0
95,H (High),299.4125481980209,308.57882784815365,1424.6225003090915,46.28944040422735,29.223914982286846,0
96,H (High),299.43360412042466,308.49222297797087,1419.9871073594893,44.90173181793334,29.048729850943072,0
97,H (High),299.3838873145188,308.4976713557888,1420.2369039927755,45.693570817536006,29.57632795138982,0
98,H (High),299.46960136793285,308.5939972069454,1421.7547366152996,44.46935789933559,29.90462481545386,0
99,H (High),299.51194550218287,308.4581376922846,1420.4193226438372,44.51219087330734,29.52344005380706,0
100,H (High),299.5463088773752,308.59547083202443,1417.2028648523662,45.281484618345004,29.869871486175562,0
101,H (High),299.4906437308104,308.46038030378895,1417.472018460645,45.074260813972124,30.03380997671772,0
102,H (High),299.5435228412876,308.4774880945285,1417.9221039062718,44.64621816897891,30.28464573388626,0
103,H (High),299.58276956128987,308.4950458593822,1415.6448895104077,45.19966615271432,30.750277424674284,0
104,H (High),299.4765297359425,308.48716800961995,1415.474752482113,45.485299334296286,30.647348168691423,0
105,H (High),299.48475589496536,308.3686228781068,1416.0961698933274,45.37986125086044,30.819136674979045,0
106,H (High),299.62192962293744,308.35692399688753,1415.06784040271,44.69449190011847,31.069632778439495,0
107,H (High),299.60736993356437,308.38697933173677,1413.6308889115453,45.85314640460692,31.284621626095294,0
108,H (High),299.6617846056018,308.3635146572681,1414.6596083558354,46.120784310328645,31.105671099974465,0
109,H (High),299.595155237225,308.43885360636,1412.393909227919,45.63557293668534,31.67920296265676,0
110,H (High),299.6543294893721,308.3922161382314,1414.3355641233247,45.6272104216503,32.06752053241496,0
111,H (High),299.64440615169235,308.3656196887974,1410.3348836243658,45.747226071188834,32.11580310383587,0
112,H (High),299.6944887428433,308.4837700399333,1412.1422494068686,45.43698823391576,32.640242784432715,0
113,H (High),299.6745962313474,308.26809377324213,1407.5838273781703,44.71460403948675,32.52969730319167,0
114,H (High),299.7109209189579,308.4438218656148,1409.4538547475336,45.59044973559524,32.96588111623663,0
115,H (High),299.61444323454805,308.3617807279065,1409.5417303877791,45.010706877109754,33.22875080864132,0
116,H (High),299.7569248203731,308.319235604306,1408.4655637322178,46.935346428901866,33.236373251011635,0
117,H (High),299.7674110293134,308.30703195502406,1404.7003112610757,46.26516790827179,33.22878323481817,0
118,H (High),299.77357831185935,308.2961171276628,1406.557959651498,46.06683105264314,33.807507988851526,0
119,H (High),299.7594991800556,308.29650625323643,1402.8424725684408,45.72785336996161,33.87546009860892,0
120,H (High),299.83784943083066,308.2538917337922,1405.7392118402167,46.677818929402136,34.08268698064469,0
121,H (High),299.90883979062625,308.25131054004595,1400.7106905933827,45.16063987554752,34.49920886229779,0
122,H (High),299.86271828281605,308.27722076645557,1402.9599372526452,45.53725547635047,34.88915039592332,0
123,H (High),299.85146105909706,308.27546973973136,1403.051533247803,46.390504615868004,34.64477680485579,0
124,H (High),299.820476277226,308.28357341785795,1404.5640489929558,46.87271002307714,35.11863732532784,0
125,H (High),299.84943921617673,308.2005197589882,1399.7484261598063,46.27786245614399,35.218838303694156,0
126,H (High),299.80537676851253,308.31647751597416,1398.8839842028478,46.086559465025935,34.99757912494793,0
127,H (High),299.822257166405,308.2711585291992,1398.5466359343825,45.70501955012911,35.14098424558725,0
128,H (High),299.90321076503375,308.3034510762656,1397.0808172972786,45.648428523440586,35.55085138718278,0
129,H (High),299.92136382151085,308.0751556678541,1396.6914102669703,46.3345327348953,35.93924127296266,0
130,H (High),300.0424478047455,308.2563282514786,1395.4622226188962,45.946737045628794,36.51467196064995,0
131,H (High),299.96796092169893,308.19069646459684,1395.151749825786,46.649042380383555,36.171127917615195,0
132,H (High),299.95131689965416,308.15265705293916,1394.334493459574,46.32828761443274,36.257430843464554,0
133,H (High),300.00032151138277,308.15725113913015,1396.6079859771714,45.324515095803115,36.81830137038448,0
134,H (High),300.0723042596231,308.0563304883808,1392.1146248118455,46.51427956700172,36.51849766105643,0
135,H (High),299.9861091656186,308.09447120772796,1395.5045408868534,47.217839196573344,37.25431101899883,0
136,H (High),300.0760836032003,308.08354741144035,1390.1509594674467,47.04468728061357,36.9555744382216,0
137,H (High),300.0906499215067,308.11798373009333,1389.6503583849071,47.20547998410136,37.488852662297205,0
138,H (High),300.0519516917072,308.17796649016947,1387.4378733448066,47.20796780347174,37.71862025159368,0
139,H (High),300.0695226780324,308.1263066511134,1386.2977728472358,47.41201350960306,37.76301957271141,0
140,H (High),300.0738638489721,308.15245046129314,1386.591312618921,46.295769351817825,37.688674165295225,0
141,H (High),300.14530049756536,308.0259785323765,1390.7095883639752,46.00903529605774,38.539291273658016,0
142,H (High),300.14055087335817,308.07516434440777,1385.3101618263886,47.299568057175634,38.39247305951504,0
143,H (High),300.20016509409885,308.0757113824344,1385.9006035229302,46.96819389389267,38.5886108752558,0
144,H (High),300.1753900884426,307.97449158036846,1382.103629155795,47.57163204701095,38.83417308762561,0
145,H (High),300.1658008331804,308.0509216966546,1384.69516341073,46.98012015984491,38.84433905491956,0
146,H (High),300.1997922627529,307.99108136112056,1384.0165055114355,46.44870819788066,39.405831127465156,0
147,H (High),300.22862987411867,308.04280148671705,1384.3653819678977,48.18273722223087,39.60287401300365,0
148,H (High),300.1279562884314,307.9560211516646,1380.3503628446153,47.413045525105,39.703531804093856,0
149,H (High),300.1987128093403,308.0193383382252,1379.2892341353001,47.1442410985036,39.51866778063039,0
150,H (High),300.2038383376924,307.93241576972054,1378.0482534940522,48.02682089830349,39.81012022223365,0
151,H (High),300.3966191032398,308.0146658950454,1379.5696722473965,47.12082110990897,40.34006197588184,1
152,H (High),300.25121810868603,307.98610049073363,1383.5201690765446,47.55197005013724,40.62985466525718,1
153,H (High),300.2598411787416,307.96825057547653,1381.141601271278,47.33651647110568,40.96248971159943,1
154,H (High),300.34538759677065,307.9318766612067,1378.0648154781181,48.186277224812926,40.92436199244349,1
155,H (High),300.24648876400335,307.9136431412102,1375.504962728904,47.71278328544954,41.124134419510185,1
156,H (High),300.34888505004454,307.87323278206594,1375.960395702019,48.10529287264147,41.31195808958626,1
157,H (High),300.4090390362756,307.97169610772886,1375.318360158464,47.81491714427023,41.06780781329686,1
158,H (High),300.3914809109545,307.93038438435957,1374.143157674398,47.2616257120894,41.383788691918404,1
159,H (High),300.4376576426645,307.9080222423086,1374.1630013947524,47.96415918806478,41.80595122789921,1
160,H (High),300.44691419029664,307.8741977635906,1372.1922415538893,47.76886235564702,41.9131007545136,1
161,H (High),300.3995413938244,307.9011066885831,1370.2425027566803,48.677878062786306,42.021078539556164,1
162,H (High),300.4206564177897,307.8580134470878,1373.2939557687148,48.19827738825533,42.606368907893795,1
163,H (High),300.3707219813459,307.88335251329494,1371.3792615912544,48.19114199463725,42.81309607501314,1
164,H (High),300.4341355774927,307.93046737201075,1373.3977962472459,48.018580719779706,42.71089949571992,1
165,H (High),300.54766922385363,307.92897860728806,1366.954279945701,48.039906591451604,42.94364307822798,1
166,H (High),300.42277747444604,307.7940674026773,1365.1917184665035,47.91610121744746,43.19306302252272,1
167,H (High),300.51671073662453,307.9075250246422,1364.40329191853,48.842161199237815,43.35720223115498,1
168,H (High),300.51752681451507,307.8537409746099,1363.3545559568831,48.59120487309155,43.6332904416427,1
169,H (High),300.5596225631981,307.82445843219693,1369.7106002798296,48.131130007873864,43.69380060899972,1
170,H (High),300.51884297367644,307.77222614404354,1362.7252257453947,49.094508265553294,44.28410084959806,1
171,H (High),300.5364626853102,307.74838222134633,1364.1428311127806,48.27388847785903,44.3265863635512,1
172,H (High),300.59014615104024,307.7042127942517,1365.495010402668,49.49793883654727,44.27744226190322,1
173,H (High),300.57561492200085,307.78429326953784,1362.268913579982,48.97927213633592,45.00204090775337,1
174,H (High),300.6011526386229,307.7200851377747,1358.0413615439788,48.33453498002854,44.79337460542534,1
175,H (High),300.7147278931735,307.7241194350498,1360.4475759032857,48.741788551963126,45.237678654689724,1
176,H (High),300.7663466212913,307.7134565613556,1358.2211211149715,49.32208043853404,45.33637829792537,1
177,H (High),300.7473353662844,307.75919640926793,1357.6814158184338,49.145327415345655,45.62174071611669,1
178,H (High),300.71102410905746,307.745363701557,1359.7333493791864,49.48464779522233,45.87643179820762,1
179,H (High),300.717435494377,307.7016440959858,1357.0934273728749,49.55325448325367,45.63661286580267,1
180,H (High),300.7184336654412,307.68033305938525,1356.057489645878,49.63922593130314,46.0382198136041,1
181,H (High),300.7173218274053,307.62200719295265,1356.6925071320627,49.37274209057002,46.632650944661215,1
182,H (High),300.71461108824985,307.69095751638486,1354.8987673674299,49.88872663988122,46.380940893522734,1
183,H (High),300.758951076286,307.7003948254875,1353.973218246321,48.926783192724216,46.63881799857979,1
184,H (High),300.81368158749046,307.6086742350311,1353.0659393483022,48.84993959252989,47.0390093257851,1
185,H (High),300.69884065475827,307.6220539076381,1352.7544237501374,50.032762014616644,46.98684994778554,1
186,H (High),300.7622400236628,307.7340578534737,1348.3039721991759,48.20059702168943,47.2880028900108,1
187,H (High),300.7798972887798,307.5789383591452,1351.8167128946072,49.471900356885065,47.287184273852795,1
188,H (High),300.7559847800639,307.6636228664157,1350.900402355926,49.350412068109776,47.969327399209675,1
189,H (High),300.78149576168113,307.5337237414555,1347.416183860246,49.42720699182171,47.848667889864686,1
190,H (High),300.83793819710456,307.61760276982744,1345.4969211516277,50.22188230203609,47.983569764321636,1
191,H (High),300.9208647915768,307.60713626732064,1348.1135064383163,49.83488364011556,48.28954171200362,1
192,H (High),300.9121361379908,307.6464576265084,1346.7930423394116,49.954501878793714,48.38205286114271,1
193,H (High),300.96700586076986,307.5361803848988,1349.2018808658304,49.62992102467728,48.31384497957655,1
194,H (High),300.9164052207429,307.525947417128,1346.4812870979863,49.37368801034825,48.710763313357205,1
195,H (High),300.83052296345005,307.5273846840393,1339.152241346751,48.95804858825658,49.152082931229025,1
196,H (High),300.9792900079299,307.561272878091,1341.2660477137506,49.776144321928456,49.19927949218205,1
197,H (High),300.8970817655377,307.60516991509013,1344.1547245811603,49.73951791308461,49.405377167799074,1
198,H (High),300.9804191403947,307.41791325658056,1341.1056452349678,49.559007876000535,49.39967599802119,1
199,H (High),300.970944985353,307.5998843263443,1342.0816857225432,49.66441050510804,49.91451655627141,1
